2025-04-15 11:30:18,361 - DEBUG - pymongo.topology  - {"message": "Starting topology monitoring", "topologyId": {"$oid": "67fe434a9994c0b5bbcfd8df"}}
2025-04-15 11:43:31,705 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10001.806606999935, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:43:31.705Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 9, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:43:31,707 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:43:41,714 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10006.239349999987, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:43:41.713Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 9, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:43:41,717 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:43:51,725 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10006.598274999988, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:43:51.724Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 9, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:43:51,728 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:44:01,734 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10006.053259000055, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:44:01.733Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 9, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:44:01,736 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:44:11,743 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10005.812663000142, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:44:11.743Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 9, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:44:11,744 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:44:21,756 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10010.216102999948, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:44:21.754Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 9, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:44:21,760 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:44:31,763 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10004.206017000115, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:44:31.762Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 9, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:44:31,765 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:44:41,773 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10006.69343100003, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:44:41.772Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 9, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:44:41,775 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:44:51,783 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10006.283007999855, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:44:51.783Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 9, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:44:51,784 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:45:01,793 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10010.006635000082, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:45:01.792Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 9, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:45:01,795 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:45:11,804 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10006.798776000096, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:45:11.803Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 9, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:45:11,805 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:45:21,815 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10009.445381999967, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:45:21.814Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 9, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:45:21,816 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:45:31,823 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10008.728735000204, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:45:31.823Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 9, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:45:31,824 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:45:41,834 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10008.997873999988, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:45:41.833Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 9, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:45:41,836 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:45:51,839 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10001.527746000193, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:45:51.839Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 9, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:45:51,840 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:46:01,840 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10001.475433999985, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:46:01.839Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 9, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:46:01,841 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:46:11,851 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10008.672660999991, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:46:11.850Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 9, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:46:11,852 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:46:21,861 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10009.102038000037, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:46:21.861Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 9, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:46:21,862 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe45b913fef0e1d85517e5"}, "driverConnectionId": 1, "serverConnectionId": 9, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:46:26,967 - DEBUG - pymongo.serverSelection  - {"message": "Server selection started", "selector": "<function writable_server_selector at 0x7ff21c33ab60>", "operation": "insert", "topologyDescription": "<TopologyDescription id: 67fe45b913fef0e1d85517e5, topology_type: Single, servers: [<ServerDescription ('mongo', 27017) server_type: Standalone, rtt: 0.0008750146570416034>]>", "clientId": {"$oid": "67fe45b913fef0e1d85517e5"}}
2025-04-15 11:46:26,968 - DEBUG - pymongo.serverSelection  - {"message": "Server selection succeeded", "selector": "<function writable_server_selector at 0x7ff21c33ab60>", "operation": "insert", "topologyDescription": "<TopologyDescription id: 67fe45b913fef0e1d85517e5, topology_type: Single, servers: [<ServerDescription ('mongo', 27017) server_type: Standalone, rtt: 0.0008750146570416034>]>", "clientId": {"$oid": "67fe45b913fef0e1d85517e5"}, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 11:46:26,968 - DEBUG - pymongo.connection  - {"message": "Connection checkout started", "clientId": {"$oid": "67fe45b913fef0e1d85517e5"}, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 11:46:26,969 - DEBUG - pymongo.connection  - {"message": "Connection created", "clientId": {"$oid": "67fe45b913fef0e1d85517e5"}, "serverHost": "mongo", "serverPort": 27017, "driverConnectionId": 1}
2025-04-15 11:46:27,019 - DEBUG - pymongo.connection  - {"message": "Connection ready", "clientId": {"$oid": "67fe45b913fef0e1d85517e5"}, "serverHost": "mongo", "serverPort": 27017, "driverConnectionId": 1, "durationMS": 0.04764966999982789}
2025-04-15 11:46:27,019 - DEBUG - pymongo.connection  - {"message": "Connection checked out", "clientId": {"$oid": "67fe45b913fef0e1d85517e5"}, "serverHost": "mongo", "serverPort": 27017, "driverConnectionId": 1, "durationMS": 0.05114843199999086}
2025-04-15 11:46:27,020 - DEBUG - pymongo.command  - {"message": "Command started", "clientId": {"$oid": "67fe45b913fef0e1d85517e5"}, "command": "{\"insert\": \"conversations\", \"ordered\": true, \"lsid\": {\"id\": {\"$binary\": {\"base64\": \"ZEOhOWLCQ2CS2BYVCx+vzQ==\", \"subType\": \"04\"}}}, \"$db\": \"mcp-agent-database\", \"documents\": [{\"user_id\": \"67ab34681651d023b1165748\", \"title\": \"Test\", \"date_created\": {\"$date\": \"2025-04-15T11:46:26.966Z\"}, \"date_modified\": {\"$date\": \"2025-04-15T11:46:26.966Z\"}, \"_id\": {\"$oid\": \"67fe471213fef0e1d85517e6\"}}]}", "commandName": "insert", "databaseName": "mcp-agent-database", "requestId": 1656478042, "operationId": 1656478042, "driverConnectionId": 1, "serverConnectionId": 11, "serverHost": "mongo", "serverPort": 27017}
